,response
130598,1
216123,0
185642,0
241359,0
226498,0
255999,0
142555,0
221076,0
85115,1
356031,0
141329,1
34187,0
224552,0
117379,0
292342,0
158704,0
54255,0
228301,0
221490,0
320183,1
379078,0
156718,0
44898,0
191608,0
217319,1
352538,0
20828,0
149677,0
128655,0
30907,0
145628,1
314988,0
18482,0
69395,1
164736,0
61669,1
100695,0
126379,0
255231,0
373164,0
159279,0
38706,0
71679,0
164058,0
160266,0
726,0
96718,1
13028,0
340105,0
40348,0
151696,0
258941,0
311678,0
258633,1
261422,0
261874,1
55989,0
253827,0
152536,0
17607,1
98109,1
16359,0
84989,0
196164,0
95614,0
69376,0
108545,0
36324,0
63936,0
25956,0
96733,0
41079,0
51436,0
287287,1
149235,0
75798,0
344330,0
51253,0
203697,0
284463,0
320268,0
66880,0
122626,0
41681,1
33418,0
206558,0
227711,1
241804,0
95392,0
178095,0
302709,0
210217,0
78964,0
354774,0
222993,0
47196,0
99532,0
84953,0
287247,0
220821,0
149076,0
250972,0
350409,1
78011,0
81077,0
108842,0
142878,0
259739,0
261649,0
127757,0
228145,0
361209,0
272142,0
200778,0
184661,0
58565,0
288580,0
184705,0
357812,0
75309,0
232168,0
26705,0
252905,0
270781,1
266829,0
38514,0
244222,0
178958,0
102132,0
76286,0
184937,1
244454,0
44863,1
130075,0
355068,0
349785,0
102143,0
116212,1
74124,1
4705,0
213332,0
72978,0
348735,0
246455,0
298658,0
247720,0
365355,0
116267,1
288338,0
26964,0
2322,1
85458,0
45948,0
347485,0
161699,0
5777,1
263165,0
109706,0
151968,0
39627,0
101935,0
15461,0
199683,1
165917,0
209107,1
110128,0
230549,0
338124,0
52218,0
99087,0
280077,1
66904,0
48994,0
367152,1
55435,1
368422,0
337014,1
70714,0
109956,0
39861,0
164920,0
322824,0
139692,0
13837,0
245793,0
325025,0
312323,0
4655,0
189878,0
165059,0
256443,0
314894,0
70001,0
148664,0
352863,0
296617,0
126032,0
288206,0
80537,0
378111,0
363167,0
168935,0
189806,0
140234,0
211479,1
61771,1
94348,1
64012,1
87909,0
297730,0
177612,0
21787,0
324720,0
310625,0
89240,0
48659,0
326911,1
240859,1
104454,0
297041,0
366794,0
127104,0
294365,0
167372,0
8145,0
368503,0
86310,0
222681,0
81992,0
253897,0
199758,0
321180,0
149918,1
51025,0
301247,0
313812,0
42878,0
42051,0
196243,0
71055,0
20237,1
118507,0
107735,0
55783,1
286244,0
369169,0
238968,0
190049,0
13308,1
158150,1
311612,0
195595,0
250065,0
329456,0
285980,0
198261,0
308792,1
136417,0
228450,1
59266,0
178378,0
261550,0
92647,0
330287,0
114109,0
185792,0
211957,0
246542,0
85226,0
351262,0
124285,0
273313,0
138269,0
270625,0
6605,0
143110,0
232398,0
53717,0
16784,0
168344,1
218085,0
259822,0
205942,0
224704,0
15449,0
99392,0
184747,0
256111,0
238745,0
108111,0
334996,1
36054,0
159164,0
177729,1
349525,0
322574,1
39843,0
372033,0
210212,0
60689,0
332520,0
154098,0
238980,0
184624,1
76425,0
257825,1
168711,1
239883,0
80700,0
284358,1
184847,0
168751,0
272803,1
217596,0
221963,0
237483,0
271026,0
165101,0
49484,0
137301,0
112419,0
167125,0
253277,0
3536,0
372368,0
63240,0
291495,0
29773,0
319377,0
11491,0
357315,0
141317,0
312534,0
231830,0
312142,0
286750,0
66544,0
324346,0
185759,0
212765,1
88161,0
158925,0
120925,0
368929,0
79338,0
128737,0
223439,0
372407,1
38014,0
289227,0
328831,0
226031,0
154361,0
236315,0
6793,0
329510,0
142137,1
250067,0
123133,0
344669,0
143682,0
219409,1
58965,0
7197,0
198459,1
179057,0
108467,0
75646,0
89524,0
295121,0
269356,0
142825,0
328501,0
101361,0
94376,0
261910,0
330886,0
323150,0
98887,0
271965,0
351185,1
118133,0
219138,0
36450,0
120489,0
24134,0
347688,0
186286,0
343073,0
202585,0
153654,0
219079,0
319363,1
216641,0
145169,0
182437,1
296502,0
263491,0
62881,0
166734,0
267747,1
57545,0
327090,0
276270,0
304983,0
135248,0
236595,1
222016,0
188065,0
217128,0
67537,0
124948,0
230462,1
56216,1
129340,0
12431,0
350892,0
86500,0
317977,0
195717,0
44650,0
102821,0
322192,0
71749,1
52509,0
293217,0
320287,1
55249,0
137825,0
240373,0
66928,0
288677,0
354226,0
356625,0
136145,1
239524,0
274088,1
196891,0
345310,0
101619,0
275068,0
372060,0
157563,0
220874,0
225822,0
162763,0
238031,1
131109,0
145459,0
283445,0
355181,0
64017,0
327595,0
301597,0
138971,0
185289,1
311370,0
3645,0
92841,0
272441,0
253703,0
18508,0
32827,0
204476,0
224710,0
251624,0
242433,0
292257,0
120958,0
343036,0
379675,0
148703,0
96892,1
132432,0
187654,0
339308,0
302518,0
8590,0
199325,1
84451,0
283052,0
15030,1
152219,0
27108,0
17928,0
148718,0
175436,0
351624,0
128097,0
89929,0
77775,0
16028,0
342567,0
160835,0
68510,1
54614,0
68848,0
277120,0
314831,0
236473,0
348836,0
92736,0
81958,0
43086,0
88530,0
375817,0
275287,0
2577,0
334363,0
82487,0
230692,0
119513,0
257126,0
292504,0
364719,0
245920,0
245433,0
232886,0
80319,0
167426,0
135238,0
68001,0
321337,1
100677,0
368194,0
300694,0
379632,0
74336,0
112267,0
259039,0
186921,0
216648,0
320630,0
301782,0
378998,0
107809,0
343347,0
354658,0
115569,0
7409,0
239429,0
72861,0
100682,1
226684,0
174202,0
341202,0
166903,1
187777,0
145714,0
200643,0
67611,0
365825,0
292203,1
372725,0
25635,0
201747,0
202936,0
108365,0
33625,0
64533,0
15674,0
369755,0
48983,0
258273,0
336572,0
3291,0
99246,0
358931,0
68681,0
175297,0
216338,0
171955,0
357724,0
169069,0
373951,0
363093,0
71592,0
245254,0
300199,0
252065,0
365920,0
136878,0
142641,0
234921,0
49808,0
244043,1
158087,0
239740,0
13114,1
245788,0
359705,0
220540,0
103973,0
380462,1
231903,0
48533,0
181463,0
223807,0
348953,0
24695,0
102656,0
161137,0
64448,0
183136,0
294997,0
172656,0
78438,0
49466,0
375660,0
243006,0
83417,1
79916,1
258805,0
110074,1
136481,0
35857,0
266414,1
87896,0
263314,0
166845,0
339773,0
344139,0
293203,0
167092,0
296907,0
268753,0
60177,0
80259,0
124533,0
268423,0
94176,0
70127,0
142259,0
122462,0
192738,0
15703,0
252108,0
304583,0
329470,0
6618,0
283439,0
22979,0
15630,0
239673,0
357839,0
90605,0
310270,0
190067,0
79760,0
328451,0
287535,1
75725,0
90428,0
89197,0
272963,0
99695,0
115478,1
219489,0
6123,0
229604,0
131713,0
100026,0
313594,0
169208,0
122448,0
82762,0
330180,1
231793,0
212895,0
40929,0
144660,0
228776,0
212431,0
327149,0
61516,0
310647,1
196633,0
146288,0
351578,0
108216,0
252021,0
130648,0
55928,0
277809,0
89792,0
8635,0
239859,0
119371,0
380293,0
306633,0
265201,1
232645,1
61319,0
277975,0
331519,0
235974,0
261984,1
22493,1
137440,0
242209,1
255107,0
10964,1
309246,0
16329,0
159745,0
174344,0
193831,0
173875,0
137282,0
250163,0
353356,0
323120,0
37901,0
2711,1
62199,0
197546,0
226791,0
166900,0
284153,0
249831,0
16231,0
366245,0
94486,0
292320,0
100576,0
116566,0
130079,0
275765,1
40453,0
196169,0
139136,0
66659,0
223162,1
184615,0
164798,0
31003,0
202715,0
154807,1
131652,0
109255,0
23311,0
163384,1
171761,0
73714,0
131569,0
31059,0
165079,0
194556,0
151822,0
72832,1
113118,0
366824,0
25734,0
100594,0
773,0
361201,0
293960,0
174299,0
312178,0
13921,0
172176,0
228999,0
118504,0
5578,0
102380,0
361528,0
323017,1
291612,0
28343,0
180445,0
29388,0
263443,0
104243,0
308311,0
143935,0
229939,0
109416,0
290076,0
74721,0
131459,0
138166,0
213560,0
227989,0
355940,0
152533,0
344423,0
236825,0
188608,0
28309,0
305202,0
269736,0
22753,0
143612,0
378781,1
366634,0
148961,0
124234,1
42680,1
19971,0
244185,0
54833,1
295031,0
127987,0
77616,1
307828,0
303718,0
68683,0
233086,1
272526,0
46447,0
195257,0
224213,0
157595,1
304012,0
303848,0
49784,0
94397,1
184857,0
191976,0
275326,1
272959,0
341122,0
73267,0
271588,0
329459,0
229072,1
293884,0
143663,0
304411,0
206715,0
69212,0
123072,0
362948,0
325095,1
121154,0
89211,0
109967,0
82008,0
353754,1
42867,0
48673,0
71978,0
357636,0
333619,1
274948,0
241283,0
302838,0
236141,0
135496,0
157576,0
14441,0
106510,0
169304,0
80958,1
66273,0
369961,0
111226,0
93557,0
258719,0
337073,0
302146,0
89003,1
118203,0
115293,0
378659,0
64857,0
253490,0
42606,1
318887,0
303212,0
264552,0
120302,0
159352,0
319133,0
127472,0
107999,0
102878,1
18842,0
343938,0
93206,0
16986,1
216515,0
232280,1
39954,0
165726,1
156930,0
81433,0
111360,0
318264,0
78094,0
162794,0
162163,0
145961,0
304577,0
57285,0
188711,0
367386,0
175666,0
37447,0
75137,0
182109,0
227408,0
174301,0
237432,0
118273,0
40199,0
158564,0
326566,1
180706,0
192556,0
65480,1
86141,0
61864,0
161052,0
63597,0
250070,0
212857,0
233952,0
188775,0
103498,0
63757,0
348798,0
138375,0
326574,0
215143,0
26685,0
217945,0
159198,0
137304,0
231217,0
282204,0
241129,0
51565,0
153608,0
28467,0
25421,0
33113,0
200875,0
273342,0
116406,0
41973,0
350288,0
105712,0
349539,0
292559,0
309497,0
275840,0
147184,0
225023,0
114752,0
135582,0
81368,0
19621,0
287638,0
369529,0
113540,1
225890,1
214737,0
338229,0
169943,0
300272,0
2118,1
280061,0
150996,1
371494,0
317252,0
226377,0
218910,0
132082,1
286080,0
354162,1
143052,0
124595,0
241398,0
316820,0
171489,0
152126,0
374940,0
312221,0
264492,0
268489,0
56410,0
286500,0
201560,0
262288,0
60212,0
202523,0
210003,0
3102,0
47972,0
58795,0
71658,1
200593,0
365618,0
136993,0
252693,0
83555,0
223042,0
116152,0
219952,0
229728,0
94795,0
45576,0
312357,1
130204,0
26242,0
8102,0
147445,1
217768,0
74410,0
60317,0
142090,0
128376,0
241214,0
244303,0
126657,1
110145,0
334144,0
117755,1
356538,0
369898,0
238286,1
176417,0
292304,0
298402,0
178109,0
9046,1
162419,1
121809,1
250567,0
30391,0
320804,0
12993,0
212083,0
137875,1
260672,0
7227,0
99011,0
317993,1
263182,1
170045,0
97245,0
231489,0
103763,1
165383,0
168263,0
92169,0
84668,0
375692,0
111878,0
167002,0
66007,0
137652,1
89831,0
285424,0
286817,0
110268,0
280074,0
202999,1
284046,0
110991,0
357756,0
118353,0
9097,0
106736,1
114565,0
297913,0
369123,0
265865,0
10610,0
184179,1
2154,0
103088,0
110152,1
361044,0
338781,0
217014,1
359008,0
281141,0
315407,0
273095,0
125589,1
340079,0
165842,0
347099,0
239503,0
205056,0
317000,0
37839,0
188974,1
128302,0
38358,0
332488,0
216236,0
213954,0
113438,0
315791,1
80708,1
232708,0
39863,0
114147,0
61535,0
13892,0
376208,0
14281,0
157398,0
231443,0
347861,0
193260,0
308094,0
375469,0
227511,0
116148,0
254274,0
116845,0
251272,0
22769,0
1326,0
246331,0
273830,0
260314,0
214511,0
95655,0
64340,1
356045,0
110849,0
104202,0
215499,0
210866,1
58104,0
327824,0
362589,0
110674,0
248471,0
50413,0
242379,0
28035,0
300735,0
367029,0
372513,0
97412,0
154914,0
296009,0
115197,0
102735,0
333545,0
295297,1
159308,0
362498,0
101035,0
94787,0
251717,0
184288,0
329739,0
26956,0
30470,0
200533,0
82079,0
359141,0
84630,0
12402,0
149495,0
178580,0
229947,0
177224,0
105800,0
213604,0
155476,0
301186,0
329784,0
97712,0
42841,0
12789,0
128629,0
138208,1
262530,0
36501,0
90795,0
77686,0
341619,0
35901,0
246494,0
211759,0
321590,0
308102,0
302329,0
66720,0
188382,0
314457,0
99059,1
290602,0
230922,0
127123,0
148910,0
268047,0
338108,1
41923,0
38592,0
88087,0
281290,1
365696,0
157819,1
341258,0
80643,0
37723,0
343534,0
74326,0
219653,0
256138,0
200170,0
222298,0
371330,0
39685,0
37921,0
305764,0
48338,0
377152,0
306442,0
338992,0
163805,0
314786,1
288545,0
345349,0
76889,0
118799,0
348998,0
51587,0
42333,0
17852,0
258064,0
160463,0
250791,0
158942,0
85347,0
195223,0
293843,0
98356,0
264906,0
245426,0
255838,0
238710,0
367474,0
314319,0
190499,0
77183,0
343124,0
85011,1
31677,1
43288,0
98030,0
205039,1
256821,0
347137,0
102524,0
123857,0
130896,1
185882,0
178819,0
299321,0
285739,0
62275,0
297036,0
106680,0
213986,0
107227,0
210134,1
83806,0
202369,0
169042,0
127240,0
294575,0
111531,0
167146,0
224810,0
356300,0
308909,0
10545,0
309634,1
228873,0
361333,1
85491,0
1836,1
48496,0
162943,0
88616,0
251087,0
216326,0
323005,1
316582,1
195167,0
26393,0
111668,0
220731,0
53537,1
227407,0
297249,0
105062,0
75610,0
39810,0
284298,1
317746,0
69235,1
24140,0
280966,0
14317,1
375592,0
296909,1
363868,0
270226,1
364119,0
177713,1
110972,1
365890,1
39193,0
266847,0
180501,0
104108,0
290936,0
28539,0
252455,0
216322,0
44291,0
139993,0
263112,1
346816,0
79708,1
156867,0
149343,0
178926,0
161623,0
57333,0
80686,0
222384,0
233279,1
373396,0
344854,0
217495,1
222941,1
254627,0
38809,0
229351,0
170110,0
34776,0
312617,0
352285,0
75983,0
222034,0
153068,0
303584,0
131552,0
353238,0
287617,0
344965,0
235727,0
368276,0
263527,0
332944,0
4221,0
115722,0
164694,0
365279,0
264630,0
3782,0
89954,0
354711,1
154938,0
365418,0
118090,0
256336,0
213859,0
39252,0
163770,0
122994,0
100671,0
8118,1
182036,0
100888,0
252128,0
161439,0
372315,0
377387,0
100363,0
146495,0
21714,1
230435,0
86936,1
313218,0
104551,0
115977,0
110694,0
161310,1
356604,0
57765,0
224454,0
197600,0
57225,0
307377,0
365209,0
253711,0
176587,1
203887,0
204166,0
312824,0
24346,0
255882,0
352610,0
13255,0
261969,1
348675,0
37754,0
28179,0
314249,0
215742,0
176269,0
26463,1
127088,0
333213,0
248790,0
50939,1
28749,0
146005,0
34943,0
293352,0
268655,0
184154,0
55850,0
70895,1
124699,0
101857,0
283229,0
19718,0
331418,0
55824,0
286779,0
141130,0
110603,0
237019,0
366887,0
200435,0
233413,0
299596,0
149539,0
185910,0
353141,0
16718,0
308549,0
233505,1
170457,0
365549,0
110700,0
320202,0
198279,0
124356,0
192395,0
117550,0
152760,0
179203,0
127186,0
281019,1
366589,0
236269,1
192189,0
270266,0
80316,0
10285,0
96198,0
32598,0
369726,0
290067,0
218224,0
158348,0
125247,0
102557,0
158573,0
111661,0
103443,0
35685,0
248166,0
320410,0
194620,0
150230,0
14330,0
351865,0
247380,1
171326,0
189633,0
141600,0
107960,0
160200,0
201592,0
227366,1
123290,0
58915,0
273864,0
178145,0
57572,0
143349,0
97424,0
117081,0
225644,0
250739,0
67354,0
47558,0
209533,0
242946,0
100490,0
72965,0
361850,0
214840,0
79102,0
221952,0
211627,0
330663,0
173088,0
59468,0
358290,0
224080,0
261183,0
102923,0
8269,0
212565,0
354721,0
15207,0
352617,1
335553,0
45230,0
365874,1
250659,1
275628,1
136795,0
44796,0
319566,0
55726,0
127664,0
268669,0
199328,0
363297,0
222276,0
307575,0
212403,0
232407,0
286636,0
20154,0
248669,0
204345,0
329647,0
4202,0
152276,0
214651,0
288661,0
302191,0
69951,1
67699,0
200888,1
349252,0
202361,0
307961,0
326201,0
344698,1
97437,0
207178,0
308940,0
265047,0
41782,0
10239,0
6300,0
325886,0
82918,1
66786,0
216251,1
212208,0
256073,0
18082,1
134337,0
2528,0
71385,0
273121,0
167553,0
120971,0
288352,0
167640,0
49542,0
16693,0
342395,0
307654,0
39286,0
124158,0
151539,0
223673,0
366476,0
305584,0
296878,0
250224,0
305638,0
81405,0
157434,0
2756,0
224797,0
212076,0
203237,0
65531,0
157460,0
174707,0
24294,0
240762,1
274528,0
211845,0
181086,1
243536,0
233022,1
378821,0
272841,0
6877,0
228049,0
339438,0
253545,0
325648,0
88916,0
149164,0
179329,0
133631,0
217515,0
33269,0
162466,0
227771,1
373692,0
379427,0
274659,1
252100,0
260468,0
185,0
376181,0
346419,0
366815,1
373834,0
319040,0
365217,0
77204,0
366512,0
380446,0
62415,0
227882,0
37661,0
49417,0
350123,0
126894,0
371340,0
300770,0
198974,1
327009,0
214743,1
245599,0
219099,0
325381,0
54746,0
68218,0
107622,0
380867,0
167004,0
54841,0
168154,0
11108,0
67109,0
60607,0
163920,0
86091,0
87440,0
234202,0
280173,0
245110,0
166317,0
185342,0
141927,0
129559,0
272688,0
370102,0
147296,0
24750,0
195907,0
188917,0
136693,1
94925,0
92484,0
56052,0
77803,0
304434,0
325170,0
159161,0
198005,0
288737,0
129273,0
133645,0
66718,0
184986,0
92758,0
297267,0
210857,1
155250,0
86059,0
139530,0
99318,0
127151,0
42843,0
152244,0
271963,0
17393,0
592,0
197178,0
157959,0
286629,0
183658,0
43651,0
353050,0
53545,0
67251,0
90662,0
246177,0
18931,0
282329,0
172728,0
110895,0
289197,0
2030,0
291898,0
161308,0
204777,0
358388,0
92941,1
9103,0
192022,0
104347,0
62419,0
84988,0
370374,0
94481,0
286579,0
100260,0
353731,0
185089,0
177137,0
297986,1
315455,0
376457,0
202681,0
361519,0
376638,0
335820,0
17938,0
58493,0
133625,0
369329,0
269351,0
196958,0
305530,0
63511,0
85090,0
70188,0
66730,0
44566,0
173849,0
247913,0
174593,0
202659,0
144307,0
34164,0
84638,0
375489,0
352899,0
145475,0
243254,1
300422,0
50701,0
161952,0
338307,0
94322,1
37572,0
101138,1
357389,0
98631,1
243433,1
110135,0
203681,0
105361,0
88863,0
99008,0
276136,0
104446,0
58253,0
111929,0
337681,0
99502,0
157655,1
118691,0
371176,0
252680,0
377266,0
127450,0
205161,1
143066,1
337748,0
21898,0
270869,0
363745,0
191250,0
370875,0
244480,0
131069,1
311283,0
295890,0
21828,0
373974,0
377786,0
230441,0
151763,0
342645,1
145824,0
31252,0
178407,0
274345,0
158345,0
5159,0
182528,0
343483,0
204881,0
263161,1
251384,0
223985,0
131150,0
175525,1
67160,0
141332,0
90112,0
155246,0
354258,0
93745,0
38384,0
109105,0
207904,0
340556,0
142204,1
274660,0
78684,0
283326,0
28269,0
65865,0
179308,0
299986,0
274189,0
173160,0
379948,1
241227,0
49387,0
148345,0
249506,0
288067,0
205037,0
74617,1
172016,0
130256,0
20953,0
297290,0
24131,0
112138,0
368116,0
35200,0
6246,0
78073,0
332921,0
319905,1
310355,0
337689,0
174314,0
297404,0
361204,0
211734,0
90797,1
209986,0
311760,0
351534,0
285506,0
65442,0
185007,0
139590,0
174826,0
306569,0
245325,0
89512,0
233641,1
47375,1
373819,0
100200,0
193211,0
253872,0
224008,0
130301,0
174767,0
114043,1
195777,0
371329,0
53384,0
47076,1
174335,0
236949,0
171634,1
254911,0
145339,0
125188,0
137308,0
328022,0
226527,0
213488,0
122977,0
155045,0
278242,0
117285,0
90222,0
22799,0
29172,0
327015,0
84422,0
154253,0
368219,0
259599,0
196293,0
23397,0
47101,0
173049,0
140713,0
287425,1
359640,0
373083,0
5125,0
367477,0
234657,0
304057,1
282831,0
269709,0
346028,0
377452,0
203261,0
11633,0
11364,1
330895,0
325456,0
167600,1
217793,0
41311,1
240301,0
38461,0
306698,0
25542,0
99719,0
170547,1
374575,0
293098,0
284883,0
232273,1
284888,0
296784,1
357970,0
258494,0
319454,0
227923,0
113686,0
219050,0
45156,0
260111,0
216671,0
204241,1
31068,1
247761,0
202616,0
356725,0
369775,0
335343,0
333125,0
265940,0
105230,0
7276,0
176318,0
192075,0
360101,0
234264,0
136314,0
91913,1
73492,0
190791,0
273459,0
267307,0
361268,0
173401,0
227344,1
136055,0
88507,0
337725,1
236301,0
45372,0
232500,0
203376,0
152513,1
156655,0
44930,0
153339,0
195853,0
284283,0
276962,0
212474,0
188859,0
374218,0
364076,0
116697,0
344416,0
48439,0
332188,1
295628,0
169726,0
358579,0
43352,0
89014,0
363420,0
245840,0
41320,0
44894,1
67601,1
282128,0
1213,0
10875,0
351334,0
9275,0
58272,0
161582,0
148758,0
204776,0
303458,0
10929,0
211846,0
302194,0
105237,0
343565,0
48749,0
348631,1
137267,0
43859,0
219513,0
117923,0
100991,0
190755,0
226352,0
267209,0
263079,0
334986,0
66754,0
37963,0
243318,0
217602,0
308610,0
249882,0
168614,0
117518,0
76715,0
202425,0
283325,0
187468,1
42836,0
218092,0
100330,0
300690,0
355368,0
194289,0
28504,0
295227,0
23702,0
241040,1
50895,0
144100,0
28865,0
72961,0
238216,0
219680,0
256722,0
3732,0
161814,0
265956,0
339049,0
154395,0
19739,0
806,1
341600,0
26249,1
6774,0
207152,0
186729,0
120652,0
374442,1
89654,0
147333,0
88303,0
246938,0
176256,0
262172,1
47691,0
243857,0
350099,1
335461,1
212222,0
189304,0
378012,0
355563,0
49875,0
129936,0
191044,0
218737,0
355673,0
201380,0
284282,0
66449,0
210138,0
17443,0
328585,0
39237,0
221444,0
247911,0
273027,0
327066,0
69387,1
109756,0
375593,0
301123,1
80245,0
166507,0
288057,0
249472,0
318986,0
198458,0
271287,1
278035,0
305822,1
260626,0
272520,0
10395,0
180403,0
27373,0
204778,0
247481,1
225680,1
189444,0
357729,0
9678,0
263726,0
272485,0
331906,0
190521,0
223773,0
60571,0
256401,0
151182,1
284248,1
268070,0
27973,0
168307,0
237003,0
6854,0
92032,0
39195,0
180877,0
370340,0
164476,1
131739,0
73764,0
218970,0
268475,0
165034,0
377225,0
311523,0
125941,0
363978,0
262602,0
70420,0
46112,0
9118,0
251092,0
349791,0
303497,1
267066,0
200574,0
64514,0
255671,1
299988,0
146664,0
93867,0
200244,1
350870,1
291824,1
271722,0
280837,0
283894,1
209054,1
226922,0
242320,0
296399,0
121274,0
325063,0
199015,0
350521,0
118929,0
293052,0
213828,0
298706,0
180201,0
380450,0
156791,0
171089,0
374176,0
92346,0
215582,0
230455,0
354580,0
11555,0
178977,1
233232,0
47703,0
132650,0
205225,0
77811,1
112960,0
228269,0
204272,0
370054,0
222068,0
135951,0
220256,0
289879,1
200474,1
192182,0
297082,0
270311,0
138251,0
74489,0
327312,0
32704,1
122284,0
361686,0
234182,0
353728,0
14963,0
256796,0
158098,0
60403,0
180643,0
111655,0
252161,0
265453,0
360704,0
347793,0
287720,0
248855,0
194073,0
323575,0
11927,0
158209,0
193062,0
101178,0
216333,0
7524,0
192072,0
221081,0
277576,0
296884,0
199564,0
67974,0
44066,0
258898,0
279322,0
116823,0
355098,0
227628,0
331783,0
47445,0
17249,0
209832,0
1425,0
129168,0
254593,0
271060,0
147902,0
49609,0
312441,1
54006,0
206404,0
124188,0
234455,0
367585,0
91027,0
153301,0
170688,0
81386,0
324537,0
327926,0
372705,0
293560,0
836,0
286772,0
266496,0
148744,0
291617,0
43217,1
72515,0
168407,0
193094,0
64459,0
81768,0
226702,0
99604,0
133142,1
138610,0
238155,0
126591,0
39176,0
47056,0
340809,0
39461,0
57932,0
14711,0
109509,0
361718,0
99912,0
146045,0
239830,0
133058,0
352683,1
71764,0
99868,0
172890,0
135551,0
183097,0
360147,0
375052,0
269763,0
113893,0
302839,0
249395,0
86386,0
175922,0
316921,0
33389,0
120708,0
170889,0
171592,0
117756,0
183779,1
375559,0
200563,0
105979,0
28012,0
235274,0
52560,0
248424,0
324140,0
14185,0
134791,0
157221,0
347978,0
328697,0
20150,1
111398,0
363423,0
87169,0
132030,0
64146,0
355408,0
5286,0
61052,0
232950,0
351099,0
171092,0
361510,0
114312,0
127457,0
280797,0
196159,0
114497,0
194110,0
124709,0
108769,0
296462,0
222730,0
167215,0
160273,0
41769,0
755,0
143860,0
351479,0
147833,1
61144,1
93057,0
319357,0
240544,1
182723,0
212112,1
85790,0
291274,0
86631,0
220828,1
190664,0
191458,0
312393,0
118497,0
345294,0
368246,0
20700,0
104803,0
75822,0
337638,0
356496,0
59203,0
303579,0
92056,0
366737,0
354055,0
132994,0
249267,0
225962,0
345837,0
24382,0
180109,0
114509,0
156825,0
338488,0
290779,0
94416,1
109278,0
206847,0
319053,0
291972,0
296651,0
144184,1
258815,0
46123,0
216561,0
324767,0
166235,0
264671,0
141555,0
38385,0
255561,0
127390,0
317597,0
1177,0
156816,0
222209,0
119794,0
114035,0
371654,1
24712,0
363705,0
324835,0
76953,0
191260,0
193499,0
292915,1
379548,0
97941,0
60507,0
265636,0
342995,0
316755,0
65146,0
187568,1
12057,0
344946,0
300206,0
332802,1
320366,0
160818,0
142108,1
330711,1
36143,0
255226,0
101977,0
25128,1
362466,0
22429,1
104924,0
353758,1
162614,0
58577,0
213188,0
246046,0
224241,0
9648,0
245033,0
40809,0
355795,0
224689,0
182233,0
110553,1
207694,0
377980,0
194039,0
50980,0
16676,0
371367,0
160678,1
35607,0
328537,1
106292,0
77272,0
369966,0
154411,0
351937,0
133732,0
326216,0
28114,0
318794,0
188511,0
341868,0
108072,0
201709,0
33505,0
140647,1
65522,1
312127,0
123062,0
44405,0
102774,0
353351,0
106316,0
125207,0
222914,0
246839,0
376066,0
102925,0
41894,0
133774,0
334467,0
77793,0
344675,0
164584,0
375129,0
164448,0
66381,0
18340,0
108441,1
267667,0
184935,0
294050,1
183686,0
50241,0
345304,0
181788,0
353951,0
151534,0
101222,1
207544,0
117457,0
296827,0
87304,0
33472,0
249167,0
197603,0
202996,0
359959,0
184279,0
355646,0
47447,0
261323,0
347212,0
78524,0
235117,0
91307,1
6662,0
299260,0
78039,0
361853,0
256809,0
326609,0
30932,1
272130,0
322089,1
168126,1
234904,0
69260,0
208088,0
211972,0
308504,1
223505,0
368821,0
106239,0
367580,0
76525,0
72884,0
195525,0
12555,0
150276,1
244921,0
238422,0
342423,1
144821,0
239328,1
282818,1
177563,0
313343,0
77795,0
219769,1
4901,0
226243,0
166613,0
334312,0
297133,0
106273,0
183308,1
79073,0
200596,0
34075,0
223056,0
104297,0
86906,0
285553,0
147629,0
221377,0
41112,0
40125,0
98337,0
304254,0
378074,0
222994,0
185480,1
110884,0
242113,0
83829,0
166172,0
315689,0
364603,0
330189,0
103207,1
29670,0
301477,1
316181,0
74476,0
66102,0
148731,0
193754,0
2387,0
192711,0
70059,0
35119,0
57278,0
286090,0
32235,0
66052,0
145127,0
374348,0
268930,0
368684,0
6029,0
236612,0
265995,0
29650,0
52471,0
134864,0
125621,0
32871,0
15538,0
13821,0
62956,0
46641,0
300874,0
186628,0
289803,1
337433,0
9499,0
249788,0
281968,0
91667,1
8692,0
40766,0
11703,0
246002,0
148866,0
119347,0
19013,0
298565,0
279865,0
167916,0
221178,0
240946,0
196285,0
151239,0
104999,1
136018,0
295808,0
352428,0
379724,1
238036,0
187465,0
321763,0
162543,0
68417,0
143134,0
135642,0
104683,0
296927,0
114515,0
369535,0
286690,0
364961,0
67040,1
284874,0
335735,0
74529,0
344024,0
42724,0
186243,0
255732,1
283846,0
39640,0
327184,0
356776,0
121530,0
367549,0
155369,0
178253,0
327612,0
213840,0
159082,0
61801,0
208486,0
350009,0
274430,0
263152,0
60035,0
71604,0
262775,0
265688,1
27467,0
370719,0
221014,0
191463,0
111166,0
157888,0
301471,0
250137,0
222587,0
171273,0
253361,0
42387,0
96287,0
227271,0
194124,0
122878,0
353572,1
39082,1
99000,0
76224,0
8377,0
369537,0
230447,0
2162,0
245267,1
228233,0
106311,0
233717,0
36080,0
291707,0
311345,0
241746,0
336207,0
182168,0
312151,0
263420,0
70574,0
134430,0
275464,0
131100,0
27554,0
82207,0
163969,0
146897,0
131233,0
214799,1
167868,0
304620,0
169588,0
222790,0
111038,0
82170,1
209586,0
148663,0
21443,0
167929,0
26658,0
70193,0
94536,0
279878,0
309400,0
370074,0
287870,0
324899,0
2513,0
299385,0
